CGKG_ID	Uniprot_ID	GEM_ID	InterPro	KEGG_ID	CGL_RS_ID	NCgl_ID	Cgl_ID	cg_ID	CoryneRegNet_ID	Gene_Name	Gene_Type	EC_Number	Genome_Info
CGKG_G01666	Q8NPY7		IPR007348#IPR014755#IPR014756	Cgl1674	CGL_RS08355	NCgl1610	Cgl1674	cg1884			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_041625472.1', 'Product': 'copper resistance protein CopC', 'Start': '1774453', 'End': '1775074', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600886.1', 'Product': 'hypothetical protein', 'Start': '1774453', 'End': '1775068', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99067.1', 'Product': 'tRNA-Val', 'Start': '1776612', 'End': '1776684', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20056.1', 'Product': 'putative membrane protein', 'Start': '1775925', 'End': '1776540', 'Strand': '-'}]"
CGKG_G01667					CGL_RS08360	NCg1t35					Gene		"[{'Reference_Genome': 'NC_003450.3', 'Product': 'tRNA-Gly', 'Start': '1775675', 'End': '1775748', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Product': 'tRNA-Gly', 'Start': '1775672', 'End': '1775748', 'Strand': '-'}]"
CGKG_G01668					CGL_RS08365	NCg1t36					Gene		"[{'Reference_Genome': 'NC_003450.3', 'Product': 'tRNA-Val', 'Start': '1775781', 'End': '1775856', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Product': 'tRNA-Val', 'Start': '1775781', 'End': '1775856', 'Strand': '-'}]"
CGKG_G01669					CGL_RS08370	NCg1t37					Gene		"[{'Reference_Genome': 'NC_003450.3', 'Product': 'tRNA-Cys', 'Start': '1775866', 'End': '1775937', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Product': 'tRNA-Cys', 'Start': '1775866', 'End': '1775937', 'Strand': '-'}]"
CGKG_G01670					CGL_RS08375	NCg1t38					Gene		"[{'Reference_Genome': 'NC_003450.3', 'Product': 'tRNA-Gly', 'Start': '1775978', 'End': '1776051', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Product': 'tRNA-Gly', 'Start': '1775978', 'End': '1776051', 'Strand': '-'}]"
CGKG_G01671					CGL_RS08380	NCg1t39					Gene		"[{'Reference_Genome': 'NC_003450.3', 'Product': 'tRNA-Val', 'Start': '1776084', 'End': '1776159', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Product': 'tRNA-Val', 'Start': '1776084', 'End': '1776159', 'Strand': '-'}]"
CGKG_G01672					CGL_RS08385	NCg1t40					Gene		"[{'Reference_Genome': 'NC_003450.3', 'Product': 'tRNA-Gly', 'Start': '1776192', 'End': '1776265', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Product': 'tRNA-Gly', 'Start': '1776192', 'End': '1776265', 'Strand': '-'}]"
CGKG_G01673					CGL_RS08390	NCg1t41					Gene		"[{'Reference_Genome': 'NC_003450.3', 'Product': 'tRNA-Val', 'Start': '1776612', 'End': '1776684', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Product': 'tRNA-Val', 'Start': '1776612', 'End': '1776684', 'Strand': '+'}]"
CGKG_G01674	Q8NPY6			Cgl1675	CGL_RS08395	NCgl1611	Cgl1675	cg1890			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014528.1', 'Product': 'hypothetical protein', 'Start': '1778098', 'End': '1779508', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600887.1', 'Product': 'hypothetical protein', 'Start': '1778098', 'End': '1779508', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99068.1', 'Product': 'Hypothetical protein', 'Start': '1778098', 'End': '1779508', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20057.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1779570', 'End': '1780980', 'Strand': '-'}]"
CGKG_G01675	Q8NPY5			Cgl1676	CGL_RS08400	NCgl1612	Cgl1676	cg1891			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265782.1', 'Product': 'hypothetical protein', 'Start': '1779550', 'End': '1780114', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600888.1', 'Product': 'hypothetical protein', 'Start': '1779550', 'End': '1780051', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99069.1', 'Product': 'Hypothetical protein', 'Start': '1779550', 'End': '1780168', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20058.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1781022', 'End': '1781586', 'Strand': '-'}]"
CGKG_G01676	Q8NPY4		IPR010427#IPR029058	Cgl1677	CGL_RS08405	NCgl1613	Cgl1677	cg1892			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014530.1', 'Product': 'alpha/beta hydrolase', 'Start': '1780503', 'End': '1780830', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600889.1', 'Product': 'hypothetical protein', 'Start': '1780503', 'End': '1780830', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99070.1', 'Product': 'Hypothetical protein', 'Start': '1780503', 'End': '1780905', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20059.1', 'Product': 'conserved hypothetical protein', 'Start': '1781975', 'End': '1782377', 'Strand': '-'}]"
CGKG_G01677	Q8NPY3		IPR000182#IPR016181	Cgl1678	CGL_RS08410	NCgl1614	Cgl1678	cg1893			Enzyme	2.3.-.-	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_041625669.1', 'Product': 'GNAT family N-acetyltransferase', 'Start': '1781015', 'End': '1781579', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600890.2', 'Product': 'histone acetyltransferase HPA2', 'Start': '1781015', 'End': '1781585', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99071.1', 'Product': 'Histone acetyltransferase HPA2 and related acetyltransferases', 'Start': '1781015', 'End': '1781585', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20060.1', 'Product': 'acetyltransferase', 'Start': '1782487', 'End': '1783057', 'Strand': '-'}]"
CGKG_G01678	Q8NPY2			Cgl1679	CGL_RS08415	NCgl1615	Cgl1679	cg1894			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014532.1', 'Product': 'hypothetical protein', 'Start': '1781923', 'End': '1782793', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600891.1', 'Product': 'hypothetical protein', 'Start': '1781923', 'End': '1782793', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99072.1', 'Product': 'Hypothetical protein', 'Start': '1781704', 'End': '1782793', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20061.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1783395', 'End': '1784265', 'Strand': '+'}]"
CGKG_G01679	Q8NPY1			Cgl1680	CGL_RS08420	NCgl1616	Cgl1680	cg1895			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014533.1', 'Product': 'hypothetical protein', 'Start': '1782890', 'End': '1785473', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600892.1', 'Product': 'hypothetical membrane protein', 'Start': '1782890', 'End': '1785473', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99073.1', 'Product': 'Hypothetical membrane protein', 'Start': '1782890', 'End': '1785473', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20062.1', 'Product': 'putative secreted protein', 'Start': '1784362', 'End': '1786945', 'Strand': '-'}]"
CGKG_G01680	Q8NPY0			Cgl1681	CGL_RS08425	NCgl1617	Cgl1681	cg1896			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014534.1', 'Product': 'hypothetical protein', 'Start': '1785728', 'End': '1786844', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600893.1', 'Product': 'hypothetical protein', 'Start': '1785728', 'End': '1786844', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99074.1', 'Product': 'Hypothetical protein', 'Start': '1785728', 'End': '1786844', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20063.1', 'Product': 'putative secreted protein', 'Start': '1787200', 'End': '1788316', 'Strand': '-'}]"
CGKG_G01681	Q8NPX9			Cgl1682	CGL_RS08430	NCgl1618	Cgl1682	cg1897			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014535.1', 'Product': 'hypothetical protein', 'Start': '1786903', 'End': '1788829', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600894.1', 'Product': 'hypothetical protein', 'Start': '1786903', 'End': '1788829', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99075.1', 'Product': 'Hypothetical protein', 'Start': '1786903', 'End': '1788829', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20064.1', 'Product': 'putative secreted protein', 'Start': '1788375', 'End': '1790301', 'Strand': '-'}]"
CGKG_G01682	Q8NPX8			Cgl1683	CGL_RS08435	NCgl1619	Cgl1683	cg1898			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014536.1', 'Product': 'hypothetical protein', 'Start': '1789079', 'End': '1789565', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600895.1', 'Product': 'hypothetical protein', 'Start': '1789079', 'End': '1789565', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99076.1', 'Product': 'Hypothetical protein', 'Start': '1789079', 'End': '1789565', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20065.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1790551', 'End': '1791037', 'Strand': '+'}]"
CGKG_G01683	Q8NPX7			Cgl1684	CGL_RS08440	NCgl1620	Cgl1684	cg1899			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014537.1', 'Product': 'hypothetical protein', 'Start': '1789579', 'End': '1789771', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600896.1', 'Product': 'hypothetical protein', 'Start': '1789579', 'End': '1789771', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99077.1', 'Product': 'Hypothetical protein', 'Start': '1789579', 'End': '1789771', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20066.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1791051', 'End': '1791243', 'Strand': '+'}]"
CGKG_G01684	Q8NPX6			Cgl1685	CGL_RS08445	NCgl1621	Cgl1685	cg1900			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014538.1', 'Product': 'hypothetical protein', 'Start': '1789832', 'End': '1790060', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600897.1', 'Product': 'hypothetical protein', 'Start': '1789832', 'End': '1790060', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99078.1', 'Product': 'Hypothetical protein', 'Start': '1789745', 'End': '1790060', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20067.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1791304', 'End': '1791532', 'Strand': '+'}]"
CGKG_G01685	Q8NPX5		IPR024266	Cgl1686	CGL_RS08450	NCgl1622	Cgl1686	cg1901			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265784.1', 'Product': 'hypothetical protein', 'Start': '1790457', 'End': '1790838', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600898.1', 'Product': 'hypothetical protein', 'Start': '1790457', 'End': '1790802', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99079.1', 'Product': 'Hypothetical protein', 'Start': '1790457', 'End': '1790889', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20068.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1791929', 'End': '1792310', 'Strand': '-'}]"
CGKG_G01686	Q8NPX4		IPR003439#IPR003593#IPR027417	Cgl1687	CGL_RS08455	NCgl1623	Cgl1687	cg1903			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014540.1', 'Product': 'ABC transporter ATP-binding protein', 'Start': '1791841', 'End': '1792441', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600899.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '1791841', 'End': '1792441', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99080.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '1791841', 'End': '1792441', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20070.1', 'Product': 'ABC-type multidrug transport system, ATPase component', 'Start': '1793313', 'End': '1793913', 'Strand': '+'}]"
CGKG_G01687	Q8NPX3			Cgl1688	CGL_RS08460	NCgl1624	Cgl1688	cg1904			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_231838265.1', 'Product': 'ABC transporter permease', 'Start': '1792442', 'End': '1793429', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600900.1', 'Product': 'ABC-type transporter, permease component', 'Start': '1792427', 'End': '1793429', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99081.1', 'Product': 'ABC-type transporter, permease components', 'Start': '1792427', 'End': '1793429', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20071.1', 'Product': 'putative membrane protein', 'Start': '1793899', 'End': '1794901', 'Strand': '+'}]"
CGKG_G01688	Q8NPX1		IPR002575#IPR011009	Cgl1690	CGL_RS08465	NCgl1625	Cgl1690	cg1905			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014542.1', 'Product': 'hypothetical protein', 'Start': '1793713', 'End': '1794823', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600901.1', 'Product': 'hypothetical protein', 'Start': '1793713', 'End': '1794823', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99083.1', 'Product': 'Hypothetical protein', 'Start': '1793713', 'End': '1794823', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20072.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1795185', 'End': '1796295', 'Strand': '+'}]"
CGKG_G01689	Q8NPX0			Cgl1691	CGL_RS08470		Cgl1691	cg1906			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265786.1', 'Product': 'T3SS effector HopA1 family protein', 'Start': '1794823', 'End': '1795624', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99084.1', 'Product': 'Hypothetical protein', 'Start': '1795201', 'End': '1795624', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20073.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1796295', 'End': '1797096', 'Strand': '+'}]"
CGKG_G01690	Q8NPW9		IPR003382	Cgl1692	CGL_RS08475	NCgl1626	Cgl1692	cg1907			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_231838295.1', 'Product': 'flavoprotein', 'Start': '1795665', 'End': '1796184', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600902.2', 'Product': 'phosphopantothenoylcysteine synthetase/decarboxylase', 'Start': '1795590', 'End': '1796184', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99085.1', 'Product': 'Phosphopantothenoylcysteine synthetase/decarboxylase', 'Start': '1795590', 'End': '1796184', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20074.1', 'Product': 'putative phosphopantothenoylcysteine synthetase/decarboxylase', 'Start': '1797095', 'End': '1797656', 'Strand': '+'}]"
CGKG_G01691	Q8NPW8			Cgl1693	CGL_RS08480	NCgl1627	Cgl1693	cg1908			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265788.1', 'Product': 'hypothetical protein', 'Start': '1796185', 'End': '1797052', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600903.1', 'Product': 'hypothetical protein', 'Start': '1796209', 'End': '1797052', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99086.1', 'Product': 'Hypothetical protein', 'Start': '1796185', 'End': '1797052', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20075.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1797657', 'End': '1798524', 'Strand': '+'}]"
CGKG_G01692					CGL_RS08485						Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_157665529.1', 'Product': 'hypothetical protein', 'Start': '1797181', 'End': '1797340', 'Strand': '+'}]"
CGKG_G01693	Q8NPW7		IPR010697	Cgl1694	CGL_RS08490	NCgl1628	Cgl1694	cg1909			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014545.1', 'Product': 'hypothetical protein', 'Start': '1797349', 'End': '1797772', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600904.1', 'Product': 'hypothetical protein', 'Start': '1797349', 'End': '1797772', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99087.1', 'Product': 'Hypothetical protein', 'Start': '1797349', 'End': '1797772', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20076.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1798821', 'End': '1799244', 'Strand': '+'}]"
CGKG_G01694	Q8NPW5			Cgl1696	CGL_RS08495	NCgl1629	Cgl1696	cg1911			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014546.1', 'Product': 'hypothetical protein', 'Start': '1798019', 'End': '1798757', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600905.1', 'Product': 'hypothetical protein', 'Start': '1798019', 'End': '1798757', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99089.1', 'Product': 'Hypothetical protein', 'Start': '1798019', 'End': '1798757', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20078.1', 'Product': 'putative secreted protein', 'Start': '1799491', 'End': '1800229', 'Strand': '-'}]"
CGKG_G01695	Q8NPW4		IPR012816	Cgl1697	CGL_RS08500	NCgl1630	Cgl1697	cg1912			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_231838296.1', 'Product': 'NADAR domain-containing protein', 'Start': '1799139', 'End': '1799409', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600906.1', 'Product': 'hypothetical protein', 'Start': '1799181', 'End': '1799409', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99090.1', 'Product': 'Hypothetical protein', 'Start': '1799181', 'End': '1799409', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20079.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1800653', 'End': '1800881', 'Strand': '+'}]"
CGKG_G01696	Q8NPW3			Cgl1698	CGL_RS08505	NCgl1631	Cgl1698	cg1913			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014548.1', 'Product': 'hypothetical protein', 'Start': '1799703', 'End': '1800369', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600907.1', 'Product': 'hypothetical protein', 'Start': '1799703', 'End': '1800369', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99091.1', 'Product': 'Hypothetical protein', 'Start': '1799472', 'End': '1800369', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20080.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1800944', 'End': '1801841', 'Strand': '+'}]"
CGKG_G01697	Q8NPW2			Cgl1699	CGL_RS08510		Cgl1699				Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_157665528.1', 'Product': 'hypothetical protein', 'Start': '1800445', 'End': '1800586', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99092.1', 'Product': 'Hypothetical protein', 'Start': '1800445', 'End': '1800604', 'Strand': '-'}]"
CGKG_G01698					CGL_RS15820			cg1914			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265791.1', 'Product': 'hypothetical protein', 'Start': '1800629', 'End': '1800761', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20081.1', 'Product': 'hypothetical protein predicted by Glimmer', 'Start': '1802101', 'End': '1802233', 'Strand': '+'}]"
CGKG_G01699	Q8NPW1			Cgl1700	CGL_RS08515	NCgl1632	Cgl1700	cg1915			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014549.1', 'Product': 'hypothetical protein', 'Start': '1800872', 'End': '1801310', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600909.1', 'Product': 'hypothetical protein', 'Start': '1800872', 'End': '1801310', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99093.1', 'Product': 'Hypothetical protein', 'Start': '1800833', 'End': '1801310', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20082.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1802344', 'End': '1802782', 'Strand': '+'}]"
CGKG_G01700	Q8NPW0			Cgl1701	CGL_RS08520	NCgl1633	Cgl1701	cg1916			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014550.1', 'Product': 'hypothetical protein', 'Start': '1801493', 'End': '1802099', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600910.1', 'Product': 'hypothetical protein', 'Start': '1801493', 'End': '1802099', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99094.1', 'Product': 'Hypothetical protein', 'Start': '1801343', 'End': '1802099', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20083.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1802965', 'End': '1803571', 'Strand': '+'}]"
CGKG_G01701	Q8NPV9			Cgl1702	CGL_RS08525	NCgl1634	Cgl1702	cg1917			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014551.1', 'Product': 'hypothetical protein', 'Start': '1802151', 'End': '1802577', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600911.1', 'Product': 'hypothetical protein', 'Start': '1802151', 'End': '1802577', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99095.1', 'Product': 'Hypothetical protein', 'Start': '1802151', 'End': '1802577', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20084.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1803623', 'End': '1804049', 'Strand': '-'}]"
CGKG_G01702	Q8NPV8		IPR006644#IPR013783#IPR015919	Cgl1703	CGL_RS08530	NCgl1635	Cgl1703	cg1918			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014552.1', 'Product': 'putative Ig domain-containing protein', 'Start': '1802888', 'End': '1803422', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600912.1', 'Product': 'hypothetical protein', 'Start': '1802888', 'End': '1803422', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99096.1', 'Product': 'Hypothetical protein', 'Start': '1802732', 'End': '1803422', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20085.1', 'Product': 'putative secreted protein', 'Start': '1804360', 'End': '1804894', 'Strand': '+'}]"
CGKG_G01703	Q8NPV7			Cgl1704	CGL_RS08535	NCgl1636	Cgl1704	cg1919			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014553.1', 'Product': 'hypothetical protein', 'Start': '1803629', 'End': '1803896', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600913.1', 'Product': 'hypothetical membrane protein', 'Start': '1803629', 'End': '1803896', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99097.1', 'Product': 'Hypothetical membrane protein', 'Start': '1803464', 'End': '1803896', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20086.1', 'Product': 'putative membrane protein', 'Start': '1805032', 'End': '1805368', 'Strand': '+'}]"
CGKG_G01704	Q8NPV6			Cgl1705	CGL_RS08540	NCgl1637	Cgl1705	cg1920			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011014554.1', 'Product': 'hypothetical protein', 'Start': '1804133', 'End': '1804601', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_600914.1', 'Product': 'hypothetical protein', 'Start': '1804133', 'End': '1804601', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB99098.1', 'Product': 'Hypothetical protein', 'Start': '1804133', 'End': '1804601', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20087.1', 'Product': 'hypothetical protein predicted by Glimmer/Critica', 'Start': '1805605', 'End': '1806073', 'Strand': '+'}]"
